Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name,Filename,Full_Path_and_Filename,GroupID
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\ora_grading.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,ora_grading,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\ora_grading.yml_ora_grading,ora_grading
,Deploy the ORA Grading MFE Frontend,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,ora_grading,nan_ora_grading,ora_grading
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jpnewman\ansible-role-java\tasks\oracle_archive_install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,oracle_archive_install,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\jpnewman\ansible-role-java\tasks\oracle_archive_install.yml_oracle_archive_install,oracle_archive_install
,,Create Oracle Java Install Directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,oracle_archive_install,nan_oracle_archive_install,oracle_archive_install
,, Extract Oracle Java Tarball,#,#,#,#,#,#,#,#,#,#,#,#,0,0,oracle_archive_install,nan_oracle_archive_install,oracle_archive_install
,,Install Oracle Java,#,#,#,#,#,#,#,#,#,#,#,#,0,0,oracle_archive_install,nan_oracle_archive_install,oracle_archive_install
,,Link Oracle Java,#,#,#,#,#,#,#,#,#,#,#,#,0,0,oracle_archive_install,nan_oracle_archive_install,oracle_archive_install
,,task,#,#,#,#,#,#,#,#,#,#,#,#,1,0,,,
,,Install Unzip,#,#,#,#,#,#,#,#,#,#,#,#,0,0,oracle_archive_install,nan_oracle_archive_install,oracle_archive_install
,,Extract Oracle Java JCE Zip File,#,#,#,#,#,#,#,#,#,#,#,#,0,0,oracle_archive_install,nan_oracle_archive_install,oracle_archive_install
,,Install Oracle Java JCE,#,#,#,#,#,#,#,#,#,#,#,#,0,0,oracle_archive_install,nan_oracle_archive_install,oracle_archive_install
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\GROG\ansible-role-package\tasks\package-brew.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,package-brew,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\GROG\ansible-role-package\tasks\package-brew.yml_package-brew,package-brew
,,Brew,#,#,#,#,#,#,#,#,#,#,#,#,0,0,package-brew,nan_package-brew,package-brew
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\khaleesi\roles\patch_rpm\tasks\patch-rpm.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#,patch-rpm,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\redhat-openstack\khaleesi\roles\patch_rpm\tasks\patch-rpm.yml_patch-rpm,patch-rpm
,,Apply patch on dist-git,#,#,#,#,#,#,#,#,#,#,#,#,0,0,patch-rpm,nan_patch-rpm,patch-rpm
,,Write the epoch so the package does not get updated by older versions,#,#,#,#,#,#,#,#,#,#,#,#,0,0,patch-rpm,nan_patch-rpm,patch-rpm
,,Build an rpm from patched dist-git,#,#,#,#,#,#,#,#,#,#,#,#,0,0,patch-rpm,nan_patch-rpm,patch-rpm
,,set fact - rpm build result,#,#,#,#,#,#,#,#,#,#,#,#,0,0,patch-rpm,nan_patch-rpm,patch-rpm
,,Check for 'non-exist file' errors,#,#,#,#,#,#,#,#,#,#,#,#,0,0,patch-rpm,nan_patch-rpm,patch-rpm
,,Fail run if rpm build failed,#,#,#,#,#,#,#,#,#,#,#,#,0,0,patch-rpm,nan_patch-rpm,patch-rpm
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\undercloud\tasks\pkg-build.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,pkg-build,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\cjeanner\tripleo-lab\roles\undercloud\tasks\pkg-build.yaml_pkg-build,pkg-build
,,Set some facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Set libselinux name for python3,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Set libselinux name for python2,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Install DLRN deps,#,#,#,#,#,#,#,#,#,#,#,#,1,0,pkg-build,nan_pkg-build,pkg-build
,,Install mock from EPEL,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Create mock group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Add stack to mock group,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Clean DLRN directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Ensure DLRN directory is present,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Push projects config,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Install and update pip in venv,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Install rdopkg in virtualenv,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Install DLRN in virtualenv,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Fetch rdoinfo,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
,,Build packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pkg-build,nan_pkg-build,pkg-build
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\BCDevOps\platform-services\tools\bots\ansible-webhook\scripts\tasks\pr_merge_and_close.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,pr_merge_and_close,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\BCDevOps\platform-services\tools\bots\ansible-webhook\scripts\tasks\pr_merge_and_close.yml_pr_merge_and_close,pr_merge_and_close
,,Merge Pull Request,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pr_merge_and_close,nan_pr_merge_and_close,pr_merge_and_close
,,Add comment to PR if merge is not successful,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pr_merge_and_close,nan_pr_merge_and_close,pr_merge_and_close
,,Close Pull Request,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pr_merge_and_close,nan_pr_merge_and_close,pr_merge_and_close
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-tripleo-modify-image\tasks\precheck.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#,precheck,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\ansible-role-tripleo-modify-image\tasks\precheck.yml_precheck,precheck
,,Ensure that source_image is defined,#,#,#,#,#,#,#,#,#,#,#,#,0,0,precheck,nan_precheck,precheck
,,Set default modified_append_tag,#,#,#,#,#,#,#,#,#,#,#,#,0,0,precheck,nan_precheck,precheck
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\ceilometer\tasks\precheck.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,precheck,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\ceilometer\tasks\precheck.yml_precheck,precheck
,,Get container facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0,precheck,nan_precheck,precheck
,,Checking free port for Ceilometer API,#,#,#,#,#,#,#,#,#,#,#,#,0,0,precheck,nan_precheck,precheck
,,Checking mongodb backend for ceilometer,#,#,#,#,#,#,#,#,#,#,#,#,0,0,precheck,nan_precheck,precheck
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_packages\molecule\external_upgrade\prepare.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,prepare,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_packages\molecule\external_upgrade\prepare.yml_prepare,prepare
,prepare,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,prepare,nan_prepare,prepare
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\aws\tasks\provision_aws_ec2.yml,,,0,0,0,0,0,1,0,0,0,0,#,#,#,#,provision_aws_ec2,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\aws\tasks\provision_aws_ec2.yml_provision_aws_ec2,provision_aws_ec2
,,"""Set default res_grp_vars when not defined""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
,,Update Instance Tags,#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
,,"""Provisioning AWS_EC2 Resource when not async""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
,,"""Append outputitem to topology_outputs""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
,,"""Async:: Provisioning AWS_EC2 Resource""",#,#,#,#,#,#,#,#,#,#,#,#,1,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
,,"""Async:: Append outputitem to topology_outputs""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
,,"""Add type to resource""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
,,"""Async:: Add type to resource""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_aws_ec2,nan_provision_aws_ec2,provision_aws_ec2
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_router.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#,provision_os_router,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_router.yml_provision_os_router,provision_os_router
,,"""deprovision os_router""",#,#,#,#,#,#,#,#,#,#,#,#,1,0,provision_os_router,nan_provision_os_router,provision_os_router
,,"""provision os_router""",#,#,#,#,#,#,#,#,#,#,#,#,1,0,provision_os_router,nan_provision_os_router,provision_os_router
,,"""Append outputitem to topology_outputs""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_os_router,nan_provision_os_router,provision_os_router
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_zone.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#,provision_os_zone,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\openstack\tasks\provision_os_zone.yml_provision_os_zone,provision_os_zone
,,provision/deprovision os_zone,#,#,#,#,#,#,#,#,#,#,#,#,1,0,provision_os_zone,nan_provision_os_zone,provision_os_zone
,,Append outputitem to topology_outputs,#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_os_zone,nan_provision_os_zone,provision_os_zone
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_res_defs.yml,,,0,0,0,0,1,0,0,0,0,1,#,#,#,#,provision_res_defs,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_res_defs.yml_provision_res_defs,provision_res_defs
,,"""Set azure_res_type value""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_res_defs,nan_provision_res_defs,provision_res_defs
,,"""Add resource type to async_types""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_res_defs,nan_provision_res_defs,provision_res_defs
,,"""declaring async vars""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_res_defs,nan_provision_res_defs,provision_res_defs
,,"""Get the resource name""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_res_defs,nan_provision_res_defs,provision_res_defs
,,"""Create name using uhash value""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_res_defs,nan_provision_res_defs,provision_res_defs
,,"""provision resource type : {{ res_def['role'] }}""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_res_defs,nan_provision_res_defs,provision_res_defs
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_resource_group.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,provision_resource_group,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\CentOS-PaaS-SIG\linchpin\linchpin\provision\roles\azure\tasks\provision_resource_group.yml_provision_resource_group,provision_resource_group
,,"""Unset the authvar from previous run""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_resource_group,nan_provision_resource_group,provision_resource_group
,,"""Set cred profile""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_resource_group,nan_provision_resource_group,provision_resource_group
,,"""Get creds from auth driver""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_resource_group,nan_provision_resource_group,provision_resource_group
,,"""Set auth_var""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_resource_group,nan_provision_resource_group,provision_resource_group
,,"""provisioning resource definitions of current group""",#,#,#,#,#,#,#,#,#,#,#,#,0,0,provision_resource_group,nan_provision_resource_group,provision_resource_group
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\prune-images\tasks\prune_images.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,prune_images,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\kolla-ansible\ansible\roles\prune-images\tasks\prune_images.yml_prune_images,prune_images
,,Pruning Kolla images,#,#,#,#,#,#,#,#,#,#,#,#,0,0,prune_images,nan_prune_images,prune_images
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\panko\tasks\pull.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,pull,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\panko\tasks\pull.yml_pull,pull
,,Pulling panko-api image,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pull,nan_pull,pull
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\ceph\tasks\pull.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,pull,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\Juniper\contrail-ansible\kolla-ansible\ansible\roles\ceph\tasks\pull.yml_pull,pull
,,Pulling ceph-mon image,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pull,nan_pull,pull
,,Pulling ceph-osd image,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pull,nan_pull,pull
,,Pulling ceph-rgw image,#,#,#,#,#,#,#,#,#,#,#,#,0,0,pull,nan_pull,pull
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-quickstart-extras\playbooks\quickstart-extras-undercloud.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,quickstart-extras-undercloud,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-quickstart-extras\playbooks\quickstart-extras-undercloud.yml_quickstart-extras-undercloud,quickstart-extras-undercloud
,Deploy the FreeIPA server,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,quickstart-extras-undercloud,nan_quickstart-extras-undercloud,quickstart-extras-undercloud
,Setup the undercloud,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,quickstart-extras-undercloud,nan_quickstart-extras-undercloud,quickstart-extras-undercloud
,Deploy the undercloud,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,quickstart-extras-undercloud,nan_quickstart-extras-undercloud,quickstart-extras-undercloud
,Download amphora image for octavia,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,quickstart-extras-undercloud,nan_quickstart-extras-undercloud,quickstart-extras-undercloud
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\StackStorm\ansible-st2\roles\StackStorm.rabbitmq\tasks\rabbitmq_redhat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,rabbitmq_redhat,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\StackStorm\ansible-st2\roles\StackStorm.rabbitmq\tasks\rabbitmq_redhat.yml_rabbitmq_redhat,rabbitmq_redhat
,,Setup rabbitmy/erlang repo from packagecloud for RH,#,#,#,#,#,#,#,#,#,#,#,#,1,0,rabbitmq_redhat,nan_rabbitmq_redhat,rabbitmq_redhat
,,Setup rabbit repo from packagecloud for RH,#,#,#,#,#,#,#,#,#,#,#,#,1,0,rabbitmq_redhat,nan_rabbitmq_redhat,rabbitmq_redhat
,,Install latest erlang package on {{ ansible_facts.distribution }},#,#,#,#,#,#,#,#,#,#,#,#,0,0,rabbitmq_redhat,nan_rabbitmq_redhat,rabbitmq_redhat
,,Install pinned erlang package on {{ ansible_facts.distribution }},#,#,#,#,#,#,#,#,#,#,#,#,0,0,rabbitmq_redhat,nan_rabbitmq_redhat,rabbitmq_redhat
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\tasks\raw.yml,,,0,0,0,0,0,0,0,0,0,1,#,#,#,#,raw,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\manala\ansible-roles\roles\deploy\tasks\tasks\raw.yml_raw,raw
,,Tasks / Raw,#,#,#,#,#,#,#,#,#,#,#,#,0,0,raw,nan_raw,raw
,,Tasks / Raw > {{ item.options | quote }},#,#,#,#,#,#,#,#,#,#,#,#,0,0,raw,nan_raw,raw
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_cephadm\tasks\rbd_mirror.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,rbd_mirror,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openstack\tripleo-ansible\tripleo_ansible\roles\tripleo_cephadm\tasks\rbd_mirror.yaml_rbd_mirror,rbd_mirror
,,Deploy the RBD Mirror daemon,#,#,#,#,#,#,#,#,#,#,#,#,1,0,rbd_mirror,nan_rbd_mirror,rbd_mirror
,,Collect the host and build the resulting host list,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Collect the host and build the resulting host list,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Create the RBD Mirror Daemon spec definition,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,Configure RBD mirror,#,#,#,#,#,#,#,#,#,#,#,#,1,0,rbd_mirror,nan_rbd_mirror,rbd_mirror
,,Get ceph_cli,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,enable mirroring on the pool,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,list mirroring peer,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,add a mirroring peer,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\robertdebock\ansible-role-reboot\tasks\reboot.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,reboot,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\robertdebock\ansible-role-reboot\tasks\reboot.yml_reboot,reboot
,,reboot | Flush notified handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0,reboot,nan_reboot,reboot
,,reboot | Reboot the machine,#,#,#,#,#,#,#,#,#,#,#,#,0,0,reboot,nan_reboot,reboot
,,reboot | 1 wait for the start of reboot,#,#,#,#,#,#,#,#,#,#,#,#,0,0,reboot,nan_reboot,reboot
,,reboot | 2 wait for the machine to be up,#,#,#,#,#,#,#,#,#,#,#,#,0,0,reboot,nan_reboot,reboot
,,reboot | 3 gather facts after reboot,#,#,#,#,#,#,#,#,#,#,#,#,0,0,reboot,nan_reboot,reboot
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\redis_server.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,redis_server,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\debops\debops\ansible\playbooks\service\redis_server.yml_redis_server,redis_server
,Manage Redis server,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,redis_server,nan_redis_server,redis_server
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-synapse\tasks\register_user.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,register_user,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\spantaleev\matrix-docker-ansible-deploy\roles\custom\matrix-synapse\tasks\register_user.yml_register_user,register_user
,,Fail if playbook called incorrectly,#,#,#,#,#,#,#,#,#,#,#,#,0,0,register_user,nan_register_user,register_user
,,Fail if playbook called incorrectly,#,#,#,#,#,#,#,#,#,#,#,#,0,0,register_user,nan_register_user,register_user
,,Fail if playbook called incorrectly,#,#,#,#,#,#,#,#,#,#,#,#,0,0,register_user,nan_register_user,register_user
,,Ensure matrix-synapse is started,#,#,#,#,#,#,#,#,#,#,#,#,0,0,register_user,nan_register_user,register_user
,,"Wait a while, so that Synapse can manage to start",#,#,#,#,#,#,#,#,#,#,#,#,0,0,register_user,nan_register_user,register_user
,,Register user,#,#,#,#,#,#,#,#,#,#,#,#,0,0,register_user,nan_register_user,register_user
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\remove-ubuntu-key.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,remove-ubuntu-key,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\remove-ubuntu-key.yml_remove-ubuntu-key,remove-ubuntu-key
,play,,#,#,#,#,#,#,#,#,#,#,0,1,#,#,remove-ubuntu-key,nan_remove-ubuntu-key,remove-ubuntu-key
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\mysql\tasks\remove_mysql_experimental.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,remove_mysql_experimental,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openedx\configuration\playbooks\roles\mysql\tasks\remove_mysql_experimental.yml_remove_mysql_experimental,remove_mysql_experimental
,,Stop mysql service,#,#,#,#,#,#,#,#,#,#,#,#,0,0,remove_mysql_experimental,nan_remove_mysql_experimental,remove_mysql_experimental
,,Remove experimental apt repository,#,#,#,#,#,#,#,#,#,#,#,#,0,0,remove_mysql_experimental,nan_remove_mysql_experimental,remove_mysql_experimental
,,Remove experimental version of mysql,#,#,#,#,#,#,#,#,#,#,#,#,0,0,remove_mysql_experimental,nan_remove_mysql_experimental,remove_mysql_experimental
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-network\resource_module_models\replaced_example_01.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,replaced_example_01,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\ansible-network\resource_module_models\replaced_example_01.yaml_replaced_example_01,replaced_example_01
,,Replace module attributes of given access-groups,#,#,#,#,#,#,#,#,#,#,#,#,0,0,replaced_example_01,nan_replaced_example_01,replaced_example_01
,,Replaces device configuration of listed acl with provided configuration,#,#,#,#,#,#,#,#,#,#,#,#,1,0,replaced_example_01,nan_replaced_example_01,replaced_example_01
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openmrs\openmrs-contrib-itsmresources\ansible\custom_roles\mysql\tasks\replication.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,replication,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\openmrs\openmrs-contrib-itsmresources\ansible\custom_roles\mysql\tasks\replication.yml_replication,replication
,,Ensure replication user exists on master.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,replication,nan_replication,replication
,,Check slave replication status.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,replication,nan_replication,replication
,,Check master replication status.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,replication,nan_replication,replication
,,Configure replication on the slave,#,#,#,#,#,#,#,#,#,#,#,#,0,0,replication,nan_replication,replication
,,Start replication.,#,#,#,#,#,#,#,#,#,#,#,#,0,0,replication,nan_replication,replication
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\playbooks\restart_unbound.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,restart_unbound,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\henrysher\fedora-infra-ansible\playbooks\restart_unbound.yml_restart_unbound,restart_unbound
,find instances,,#,#,#,#,#,#,#,#,#,#,0,0,#,#,restart_unbound,nan_restart_unbound,restart_unbound
,,task,#,#,#,#,#,#,#,#,#,#,#,#,0,0,,,
C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\adoptium\infrastructure\ansible\playbooks\AdoptOpenJDK_Unix_Playbook\roles\Docker\tasks\rhel.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#,rhel,C:\Users\PC\Desktop\mitacs\Projet\ansible\playbooks\projects\adoptium\infrastructure\ansible\playbooks\AdoptOpenJDK_Unix_Playbook\roles\Docker\tasks\rhel.yml_rhel,rhel
,,Import Docker Repo key,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rhel,nan_rhel,rhel
,,Add Docker Repo x86-64/ppc64le,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rhel,nan_rhel,rhel
,,Add Docker repo for s390x on RHEL,#,#,#,#,#,#,#,#,#,#,#,#,0,0,rhel,nan_rhel,rhel
